Incident_Nr,Arrest_Date,Officer,Officer_Last_Name,Officer_Badge_Id,Arrest_Nr,Age,Gender,Race,Charge
170000080769-001,11/17/2017,SCOTT 11908,Scott,11908,A17000099008,23,Male,White,POSS MARIJ <2OZ
170000080845-001,11/17/2017,J. Williams,Williams,,A17000099009,58,Male,Black,Public Intoxication - Other Substance
170000080858-001,12/14/2017,Sembera 11295,Sembera,11295,A17000099136,28,Male,White,Harassment
170000080880-001,11/17/2017,,,,A17000099010,22,Male,White,Viol Bond/protective Order
170000080882-001,11/17/2017,,,,C17001063049,22,Female,White,Misrep of Age by Minor
170000080884-001,11/17/2017,,,,C17001063050,23,Female,White,Misrep of Age by Minor
170000080894-001,11/18/2017,Wooten 12966/473,Wooten,12966,A17000099011,24,Male,Black,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
170000080895-001,11/18/2017,,,,C17001068074,21,Male,White,Misrep of Age by Minor
170000080898-001,11/18/2017,J Cormier 11509,Cormier,11509,A17000099012,30,Male,Black,
170000080898-002,11/17/2017,,,,C17001063048,30,Male,Black,Assault Physical Contact
170000080926-001,11/18/2017,L. Murphy,Murphy,,A17000099013,39,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
170000080946-001,11/18/2017,Beller 11288,Beller,11288,A17000099015,50,Male,White,CRIMINAL TRESPASS
170000080957-001,11/22/2017,Duckworth 12478,Duckworth,12478,A17000099031,22,Male,White,"Theft Prop >=$2,500<$30k"
170000080973-001,11/18/2017,Charleswell 11125,Charleswell,11125,A17000099016,23,Female,White,Accident Involving Damage To Vehicle>=$2
170000080993-001,11/18/2017,,,,C17001059615,64,Male,White,Theft < $100
170000081104-001,11/18/2017,J. Williams,Williams,,A17000099017,26,Male,White,DRIVING WHILE INTOXICATED 2ND
170000081149-001,11/19/2017,J Cormier 11509,Cormier,11509,A17000099018,22,Male,Black,EVADING ARREST DETENTION
170000081156-001,11/19/2017,Wooten 12966,Wooten,12966,A17000099019,25,Male,White,Public Intoxication - Other Substance
170000081161-001,11/19/2017,L. Murphy,Murphy,,A17000099020,55,Male,White,Public Intoxication - Other Substance
170000081165-001,11/19/2017,Seals 12747/480,Seals,12747,A17000099021,32,Male,White,Public Intoxication - Other Substance
170000081167-001,11/19/2017,,,,C17001055324,21,Male,White,
170000081190-001,11/19/2017,J. Williams,Williams,,A17000099022,26,Male,White,DRIVING WHILE INTOXICATED
170000081194-001,11/19/2017,C. Cormier 11898,Cormier,11898,A17000099023,26,Male,White,DRIVING WHILE INTOXICATED
170000081220-001,11/19/2017,Charleswell 11125,Charleswell,11125,A17000099024,38,Female,Black,CRIMINAL TRESPASS
170000081244-001,11/19/2017,,,,C17001059617,25,Male,White,
170000081369-001,12/7/2017,AMES 11931,Ames,11931,A17000099111,53,Male,White,Theft Prop>=$300k
170000081428-001,2/1/2018,,,,0F18-012JP12,46,Male,White,FORGERY FINANCIAL INSTRUMENT
170000081527-001,11/20/2017,,,,C17001067167,33,Male,White,
170000081529-001,11/20/2017,Tureaud #12967,Tureaud,12967,A17000099025,25,Male,White,POSS MARIJ <2OZ
170000081533-001,11/20/2017,Osborne 12620,Osborne,12620,A17000099026,28,Female,White,
170000081552-001,11/21/2017,SMPD,,,A17000099028,22,Male,White,Racing On Highway
170000081552-002,11/21/2017,Marroquin 13093,Marroquin,13093,A17000099027,22,Male,White,Racing On Highway
170000081708-001,11/21/2017,,,,C17001066174,61,Female,White,
170000081736-001,11/21/2017,M. Alvarado,Alvarado,,A17000099029,29,Male,White,Terroristic Threat Of Family/household
170000081765-001,11/22/2017,Tennant 13045,Tennant,13045,A17000099030,29,Male,White,Public Intoxication - Other Substance
170000081774-001,11/22/2017,T. Saavedra #10467,Saavedra,10467,A17000099032,25,Female,White,POSS CS PG 1 <1G
170000081799-001,11/22/2017,Scott 11908,Scott,11908,A17000099034,32,Female,White,POSS CS PG 1 >=1G<4G
170000081799-002,11/22/2017,Scott 11908,Scott,11908,A17000099033,36,Male,White,POSS CS PG 1 >=1G<4G
170000081808-001,11/22/2017,,,,C17001074047,26,Male,White,
170000081859-001,11/22/2017,SCOTT 11908,Scott,11908,A17000099035,44,Male,Black,
170000081890-001,11/22/2017,,,,C17001061071,30,Female,White,Theft < $100
170000081906-001,11/22/2017,Wooten 12966/473,Wooten,12966,A17000099036,36,Male,White,
170000081950-001,11/22/2017,P Stephens 11838,Stephens,11838,A17000099037,42,Female,White,DRIVING WHILE INTOXICATED W/CHILD UNDER
170000081958-001,11/22/2017,Wisener 12586,Wisener,12586,A17000099038,25,Male,White,DRIVING WHILE INTOXICATED
170000081982-001,11/23/2017,C. Cormier 11898,Cormier,11898,A17000099039,30,Female,White,POSS DANGEROUS DRUG
170000082038-001,11/23/2017,,,,C1700082038,32,Male,White,
170000082049-001,11/23/2017,Charleswell 11125,Charleswell,11125,A17000099040,40,Female,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000082056-001,11/23/2017,J. Williams,Williams,,A17000099041,37,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
170000082070-001,11/23/2017,Crook #470/11910,Crook,11910,A17000099042,45,Male,White,Reckless Driving
170000082112-001,11/23/2017,Putnam 12768,Putnam,12768,A17000099043,39,Male,White,
170000082117-001,11/24/2017,L. Murphy,Murphy,,A17000099044,33,Male,White,Reckless Driving
170000082117-002,11/24/2017,L. Murphy,Murphy,,A17000099075,45,Male,White,Public Intoxication - Other Substance
170000082207-001,11/24/2017,Daenzer 12121,Daenzer,12121,A17000099045,33,Male,White,Theft Prop >=$100<$750
170000082258-001,11/24/2017,Crook #470/11910,Crook,11910,A17000099046,27,Male,White,
170000082290-001,11/24/2017,Seals,Seals,,A17000099047,52,Male,White,Public Intoxication - Other Substance
170000082307-001,11/24/2017,M. Alvarado,Alvarado,,A17000099048,24,Male,Black,
170000082309-001,11/24/2017,Contreras 12772,Contreras,12772,A17000099049,35,Male,White,Public Intoxication - Other Substance
170000082334-001,11/25/2017,Tureaud #12967,Tureaud,12967,A17000099050,24,Female,White,DRIVING WHILE INTOXICATED
170000082357-001,11/25/2017,Sembera 11295,Sembera,11295,A17000099051,39,Male,White,Public Intoxication - Other Substance
170000082412-001,11/25/2017,,,,C17001059639,25,Female,White,
170000082511-001,11/25/2017,,,,C17001066188,22,Male,White,
170000082514-001,11/25/2017,McGee 12964,Mcgee,12964,A17000099052,30,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000082541-001,11/26/2017,,,,C17001067181,22,Female,White,
170000082549-001,11/26/2017,Tureaud #12967,Tureaud,12967,A17000099054,26,Male,White,DRIVING WHILE INTOXICATED
170000082549-002,11/26/2017,Tureaud #12967,Tureaud,12967,A17000099053,25,Female,White,Public Intoxication - Other Substance
170000082556-001,11/26/2017,M. Alvarado,Alvarado,,A17000099055,25,Male,White,POSS MARIJ <2OZ
170000082559-001,11/26/2017,,,,C17001066189,27,Male,White,
170000082560-001,11/26/2017,Contreras 12772,Contreras,12772,A17000099056,33,Male,White,DRIVING WHILE INTOXICATED
170000082624-001,11/26/2017,Slaughter 11291,Slaughter,11291,A17000099057,23,Male,White,Assault Physical Contact
170000082626-001,11/26/2017,Sembera 11295,Sembera,11295,A17000099058,34,Male,Asian,
170000082708-001,11/27/2017,McGee 12964,Mcgee,12964,A17000099059,35,Female,White,Public Intoxication - Other Substance
170000082727-001,11/27/2017,Contreras 12772,Contreras,12772,A17000099060,25,Male,White,Public Intoxication - Other Substance
170000082729-001,11/27/2017,Gibson 12521,Gibson,12521,A17000099061,32,Male,White,MAN DEL CS PG 1 >=1G<4G
170000082729-002,11/27/2017,Gibson 12521,Gibson,12521,A17000099062,32,Male,White,POSS CS PG 1 <1G
170000082740-001,11/27/2017,Charleswell 11125,Charleswell,11125,A17000099063,39,Male,Black,Viol Bond/protective Order
170000082903-001,11/28/2017,Wisener 12586,Wisener,12586,A17000099064,30,Female,White,
170000082903-002,11/27/2017,,,,C17001052833,28,Female,White,
170000083016-001,11/28/2017,,,,C17001062168,22,Female,White,
170000083188-001,11/29/2017,C. Cormier 11898,Cormier,11898,A17000099065,25,Male,White,Public Intoxication - Other Substance
170000083282-001,11/29/2017,Daenzer 12121,Daenzer,12121,A17000099066,22,Female,White,Theft Prop >=$100<$750
170000083282-002,11/29/2017,Daenzer 12121,Daenzer,12121,A17000099067,23,Female,White,Theft Prop >=$100<$750
170000083341-001,11/29/2017,Crook #470/11910,Crook,11910,A17000099068,23,Male,White,POSS MARIJ <2OZ
170000083381-001,11/30/2017,Tennant 13045,Tennant,13045,A17000099069,21,Male,White,POSS MARIJ <2OZ
170000083442-001,11/30/2017,Sparenberg 11930,Sparenberg,11930,A17000099070,20,Male,White,
170000083569-001,11/30/2017,Verver 11935,Verver,11935,A17000099071,23,Female,White,Theft Prop >=$100<$750
170000083599-001,11/30/2017,Casillas 11611,Casillas,11611,A17000099073,33,Female,White,
170000083599-002,11/30/2017,,,,A17000099072,31,Male,White,Abandon Endanger Child W/intent To Retur
170000083610-001,11/30/2017,Gibson 12521,Gibson,12521,A17000099074,21,Male,White,Public Intoxication - Other Substance
170000083627-001,11/30/2017,Osborne 12620,Osborne,12620,C17000001932,21,Female,White,POSS MARIJ <2OZ
170000083635-001,12/1/2017,C. Cormier 11898,Cormier,11898,A17000099076,24,Female,White,RESIST ARREST SEARCH OR TRANSPORT
170000083643-001,12/1/2017,,,,170001075154,22,Female,White,Consumption Of Alcohol By A Minor 3rd-En
170000083659-001,12/1/2017,Contreras 12772,Contreras,12772,A17000099077,34,Male,White,Reckless Driving
170000083768-001,12/1/2017,Scott 11908,Scott,11908,A17000099078,24,Female,White,Theft < $100
170000083772-001,12/1/2017,Charleswell 11125,Charleswell,11125,A17000099079,41,Male,White,Public Intoxication - Other Substance
170000083803-001,12/1/2017,Tureaud #12967,Tureaud,12967,A17000099080,36,Male,Black,POSS MARIJ >4OZ<=5LBS
170000083830-001,12/1/2017,P Stephens 11838,Stephens,11838,A17000099081,35,Male,White,
170000083884-001,12/2/2017,Putnam 12768,Putnam,12768,A17000099082,24,Female,Asian,
170000083893-001,12/2/2017,Murphy 13196,Murphy,13196,A17000099084,25,Male,Black,DRIVING WHILE INTOXICATED
170000083902-001,12/2/2017,H. Salinas 462/12090,Salinas,12090,A17000099083,24,Male,White,Public Intoxication - Other Substance
170000083909-001,12/2/2017,,,,C17001054863,26,Male,White,
170000083915-001,12/2/2017,T Davidson 12617/#468,Davidson,12617,A17000099085,26,Female,White,DRIVING WHILE INTOXICATED
170000083919-001,12/2/2017,C. Cormier 11898,Cormier,11898,A17000099086,25,Male,White,DRIVING WHILE INTOXICATED
170000084032-001,12/2/2017,J. Williams,Williams,,A15000099087,27,Male,White,EVADING ARREST DETENTION
170000084114-001,12/2/2017,T Davidson 12617/#468,Davidson,12617,A17000099088,49,Female,White,
170000084134-001,12/3/2017,Tennant 13045,Tennant,13045,A17000099089,23,Male,White,POSS CS PG 1 <1G
170000084150-001,12/3/2017,B. Pierce #438/12683,Pierce,12683,A17000099090,27,Male,White,Public Intoxication - Other Substance
170000084180-001,12/3/2017,Putnam 12768,Putnam,12768,A17000099091,26,Male,Asian,BURGLARY OF HABITATION
170000084182-001,12/3/2017,Royal-12585,Royal,12585,A17000099092,35,Female,White,DRIVING WHILE INTOXICATED
170000084237-001,12/3/2017,,,,C17001071087,31,Female,White,DOC - Fighting
170000084264-001,12/3/2017,J. Williams,Williams,,A17000099093,28,Male,White,Theft Prop >=$100<$750
170000084280-001,12/3/2017,,,,A17000099098,27,Male,White,Arson Intend Damage Habitat/place Of Wor
170000084301-001,12/3/2017,Royal-12585,Royal,12585,A17000099094,23,Male,Black,
170000084311-002,12/3/2017,,,,A17000099095,23,Male,White,BURGLARY OF BUILDING
170000084346-001,12/4/2017,Gonzales 12911,Gonzales,12911,A17000099097,34,Female,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000084437-001,12/6/2017,Brady Templeton,Templeton,,A17000099108,53,Male,White,Capital Murder Of A Peace Officer Or Fir
170000084476-001,1/4/2018,10364,,10364,A18000099237,46,Male,White,SEXUAL ASSAULT
170000084483-001,12/4/2017,Osborne 12620,Osborne,12620,A17000099099,27,Male,White,Interfer W/emergency Req For Assistance
170000084517-001,12/4/2017,Tennant 13045,Tennant,13045,A17000099100,23,Male,White,Public Intoxication - Other Substance
170000084517-002,12/4/2017,Contreras 12772,Contreras,12772,A17000099101,32,Male,White,
170000084530-001,12/5/2017,M. Alvarado,Alvarado,,A17000099102,24,Male,Black,POSS MARIJ <2OZ
170000084530-002,12/5/2017,M. Alvarado,Alvarado,,A17000099102,21,Male,White,POSS MARIJ <2OZ
170000084647-001,12/5/2017,Marroquin 13093,Marroquin,13093,A17000099104,37,Male,White,DRIVING WHILE INTOXICATED
170000084662-001,12/5/2017,M. Alvarado,Alvarado,,A17000099105,21,Male,White,AGG ASSAULT W/DEADLY WEAPON
170000084681-001,12/5/2017,B. Pierce #438/12683,Pierce,12683,A17000099106,33,Female,White,AGG ASSAULT W/DEADLY WEAPON
170000084715-001,12/6/2017,T. Saavedra #10467,Saavedra,10467,A17000099107,24,Female,White,POSS MARIJ >2OZ<=4OZ
170000084718-001,12/6/2017,,,,C17001075165,25,Female,White,
170000084898-001,12/7/2017,C. Cormier 11898,Cormier,11898,A17000099109,23,Male,White,Public Intoxication - Other Substance
170000085001-001,12/7/2017,Blackwood #12741,Blackwood,12741,A17000099110,22,Male,White,CRIMINAL TRESPASS
170000085056-001,12/7/2017,,,,C17001076183,21,Female,White,Theft < $100
170000085099-001,12/8/2017,C. Cormier 11898,Cormier,11898,A17000099112,38,Female,Black,BURGLARY OF HABITATION
170000085099-002,12/8/2017,C. Cormier 11898,Cormier,11898,A17000099113,38,Male,White,BURGLARY OF HABITATION
170000085099-003,1/6/2018,,,,A17000099247,37,Male,White,BURGLARY OF HABITATION
170000085099-004,1/10/2018,Beach 12089,Beach,12089,F17-276JP12,39,Female,White,
170000085247-001,12/8/2017,,,,C17001066211,36,Male,White,
170000085250-001,12/8/2017,M. Alvarado,Alvarado,,A17000099123,27,Male,White,DRIVING WHILE INTOXICATED
170000085258-001,12/8/2017,Tennant 13045,Tennant,13045,A17000099114,24,Male,White,Public Intoxication - Other Substance
170000085315-001,12/9/2017,Tennant 13045,Tennant,13045,A17000099115,26,Female,White,Public Intoxication - Other Substance
170000085322-001,12/9/2017,,,,C17001054865,27,Male,White,
170000085326-001,12/9/2017,,,,C17001073068,23,Female,White,Misrep of Age by Minor
170000085345-001,12/9/2017,Duckworth 12478,Duckworth,12478,A17000099120,25,Male,White,Reckless Driving
170000085352-001,12/9/2017,,,,A17000099116,27,Female,Black,Public Intoxication - Other Substance
170000085357-001,12/9/2017,,,,A17000099118,24,Male,White,BURGLARY OF HABITATION
170000085361-001,12/9/2017,Contreras 12772,Contreras,12772,A17000099119,25,Male,White,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
170000085362-001,12/9/2017,T. Saavedra #10467,Saavedra,10467,A17000099117,26,Male,White,
170000085400-001,12/9/2017,,,,C17001059654,40,Male,White,
170000085447-001,12/9/2017,,,,C17001055690,26,Male,White,Theft < $100
170000085464-001,12/9/2017,Duckworth 12478,Duckworth,12478,A17000099121,34,Female,White,
170000085479-001,12/9/2017,Ames 851,Ames,,A17000099122,22,Female,Black,
170000085484-001,2/15/2018,Cyrus 12833,Cyrus,12833,A18000099473,36,Female,White,Theft Prop >=$100<$750
170000085489-001,12/9/2017,,,,C17001075171,22,Female,White,
170000085512-001,12/9/2017,Crook #470/11910,Crook,11910,A17000099124,62,Male,White,Driving While Intoxicated 2nd
170000085540-001,12/10/2017,Royal-12585,Royal,12585,A17000099125,20,Male,White,POSS MARIJ <2OZ
170000085562-001,12/10/2017,L. Murphy,Murphy,,A17000099126,21,Male,White,POSS MARIJ >2OZ<=4OZ
170000085600-001,12/10/2017,Sembera 11295,Sembera,11295,A17000099127,23,Male,Black,RESIST ARREST SEARCH OR TRANSPORT
170000085708-001,12/11/2017,,,,A17000099129,24,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
170000085711-001,12/10/2017,Contreras 12772,Contreras,12772,A17000099128,24,Male,White,"Criminal Mischief >=$750<$2,500"
170000085854-001,12/11/2017,T Davidson 12617/#468,Davidson,12617,A17000099130,43,Male,White,No Driver License
170000086003-001,12/12/2017,Tureaud #12967,Tureaud,12967,A17000099131,24,Male,White,DRIVING WHILE INTOXICATED
170000086009-001,12/12/2017,Wooten 12966/473,Wooten,12966,A17000099132,40,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
170000086178-001,12/14/2017,,,,A17000099134,33,Female,White,DRIVING WHILE INTOXICATED
170000086186-001,12/14/2017,Tennant 13045,Tennant,13045,A17000099135,41,Male,White,MAN DEL CS PG 1 >=4G<200G
170000086193-001,12/14/2017,Contreras III,Contreras,,A17000099133,50,Male,White,
170000086246-001,12/14/2017,11290 Duggins,Duggins,11290,A17000099137,19,Male,White,POSS MARIJ <2OZ
170000086340-001,12/14/2017,C. Cormier 11898/485,Cormier,11898,A17000099139,33,Male,White,
170000086340-002,12/14/2017,C. Cormier 11898/485,Cormier,11898,A17000099138,22,Female,White,POSS MARIJ <2OZ
170000086407-001,12/15/2017,Cyrus    12833,Cyrus,12833,A17000099141,25,Male,White,Public Intoxication - Other Substance
170000086407-002,12/15/2017,Cyrus    12833,Cyrus,12833,A17000099140,24,Male,White,Public Intoxication - Other Substance
170000086411-001,12/15/2017,Murphy 13196,Murphy,13196,A17000099145,25,Male,White,Public Intoxication - Other Substance
170000086417-001,12/15/2017,Contreras 12772,Contreras,12772,A17000099142,50,Male,White,CRIMINAL TRESPASS
170000086423-001,12/15/2017,C. Cormier 11898/485,Cormier,11898,A17000099143,38,Male,White,Public Intoxication - Other Substance
170000086423-002,12/15/2017,C. Cormier 11898/485,Cormier,11898,A17000099144,24,Male,White,Public Intoxication - Other Substance
170000086431-001,12/15/2017,McGee 12964,Mcgee,12964,A17000099146,22,Female,White,
170000086466-001,12/15/2017,11969 Castillo,Castillo,11969,A17000099147,20,Male,White,RESIST ARREST SEARCH OR TRANSPORT
170000086476-001,12/16/2017,,,,C17001071093,40,Male,White,Theft < $100
170000086478-001,12/15/2017,,,,C17001071094,56,Female,White,Theft < $100
170000086514-001,12/15/2017,McGee 12964,Mcgee,12964,A17000099148,43,Male,White,"Theft Prop <$2,500  2/more Prev Conv"
170000086544-001,12/23/2017,,,,C17001071106,37,Female,White,Theft < $100
170000086609-001,12/16/2017,Wooten 12966/473,Wooten,12966,A17000099149,21,Male,White,POSS MARIJ <2OZ
170000086624-001,12/16/2017,Seals 12747/480,Seals,12747,A17000099151,24,Male,White,RESIST ARREST SEARCH OR TRANSPORT
170000086633-001,12/16/2017,C. Cormier 11898/485,Cormier,11898,A17000099150,26,Male,White,Public Intoxication - Other Substance
170000086643-001,12/16/2017,T Davidson 12617/#468,Davidson,12617,A17000099153,25,Male,White,Public Intoxication - Other Substance
170000086646-001,12/16/2017,Gonzales 12911,Gonzales,12911,A17000099152,28,Male,Black,
170000086710-001,12/16/2017,,,,C17001061605,40,Female,White,Theft < $100
170000086768-001,12/16/2017,Gonzales #419,Gonzales,,A17000099154,48,Female,White,CRIMINAL TRESPASS
170000086788-001,12/16/2017,,,,C17001066228,22,Female,White,
170000086801-001,12/16/2017,,,,C17001060051,25,Male,White,
170000086826-001,12/17/2017,,,,C17001055363,22,Female,Black,
170000086827-001,12/17/2017,Wooten 12966/473,Wooten,12966,A17000099155,23,Male,White,DRIVING WHILE INTOXICATED
